round_index,test_id,source_file_index,source_session_dir,source_session_id,original_round_index,original_test_id,selected_step_count,selected_step_indices,ConstellationConfig,DegradedEdgeRatio,EdgeDisconnectRatio,EdgeBandwidthMeanDecreaseRatio,EdgeBandwidthDecreaseStd,PoissonRate,MeanIntervalTime,PacketGenerationInterval,PacketSizeMean,PacketSizeStd,StateObservationAttack_level,ActionAttack_level,StateTransferAttack_level,RewardAttack_level,ExperiencePoolAttack_level,ModelTampAttack_level,PacketLossRate,NetworkThroughput,BandwidthUtilization,AvgPacketNodeVisits,CumulativeReward,AverageInferenceTime,AverageE2eDelay,AverageHopCount,AverageComputingRatio,ComputingWaitingTime,AverageEndingReward
0,1,0,failure_and_attribution_analysis\full_project_runs\20260514_155731\simulation_data\4\20260514_155731\current_session,session_0000,0,1,2,"90,100",4.0,0.08,0.1,0.2,0.1,45.0,15.0,4.0,400000000.0,115470000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.8615,0.0021,5.5985,11.875464000000001,0.5195000000000001,2.7215,5.1345,0.1725,2.5045,0.8254634261359197
1,2,0,failure_and_attribution_analysis\full_project_runs\20260514_155731\simulation_data\4\20260514_155731\current_session,session_0000,1,2,2,"90,100",4.0,1.0,0.3432883468940058,0.3432883468940058,0.2,42.653365201750745,19.01332088049946,3.4359514088839465,100000000.0,500000000.0,0.0,0.0,0.0,3.0,0.0,0.0,0.8553000000000001,32.593,0.00175,3.1825,-12.10844,0.4025,0.7095,5.125,0.10415,0.597,0.6311927499429199
1,3,0,failure_and_attribution_analysis\full_project_runs\20260514_155731\simulation_data\4\20260514_155731\current_session,session_0000,1,3,2,"90,100",4.0,0.1053974015981885,0.17295965681748043,0.17295965681748043,0.045454566684130865,42.53461306160311,15.60803117536041,3.915622472383782,396522427.0,332704506.0,1.0,0.0,0.0,0.0,0.0,0.0,0.037500000000000006,90.45599999999999,0.0035,6.2775,8.692454999999999,0.386,3.4124999999999996,5.4505,0.13335000000000002,3.0095,0.8293729877770077
1,4,0,failure_and_attribution_analysis\full_project_runs\20260514_155731\simulation_data\4\20260514_155731\current_session,session_0000,1,4,2,"90,100",4.0,0.0,0.0,0.0,0.0478446910079676,42.172822306287706,17.252218315418652,3.771169260552734,100000000.0,401135947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.1925,0.0019,6.878,13.1136395,0.432,1.56,5.9055,0.09584999999999999,1.3765,0.900502810415618
1,5,0,failure_and_attribution_analysis\full_project_runs\20260514_155731\simulation_data\4\20260514_155731\current_session,session_0000,1,5,2,"90,100",4.0,0.8227153340142308,0.40270149815004197,0.6574239360032605,0.09872207736831728,41.30448495512518,17.450723448804165,3.4611856398496044,185405105.0,333702184.0,4.0,0.0,0.0,0.0,0.0,0.0,0.70235,9.9135,0.00305,3.6665,4.8634685,0.4165,1.698,4.986000000000001,0.085,1.3765,0.8873091773132127
1,6,0,failure_and_attribution_analysis\full_project_runs\20260514_155731\simulation_data\4\20260514_155731\current_session,session_0000,1,6,2,"90,100",4.0,0.49910803539678167,0.3569235423123256,0.3569235423123256,0.08240966048379131,41.801240990162626,17.730833875970394,3.000001,303555585.0,202998631.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52245,27.250999999999998,0.00165,4.2265,7.2189700000000006,0.443,2.0005,4.4045000000000005,0.13169999999999998,1.8375,0.8999607313578654
1,7,0,failure_and_attribution_analysis\full_project_runs\20260514_155731\simulation_data\4\20260514_155731\current_session,session_0000,1,7,2,"90,100",4.0,0.3736423394045408,0.7183830651857448,0.7615614141429006,0.13260299863498842,43.3122990792512,16.412200520446582,3.2282784736883716,531797884.0,477033625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51925,63.391000000000005,0.00455,4.669499999999999,5.071324,0.4085,3.7355,5.119,0.15084999999999998,3.3609999999999998,0.8132287421793687
1,8,0,failure_and_attribution_analysis\full_project_runs\20260514_155731\simulation_data\4\20260514_155731\current_session,session_0000,1,8,2,"90,100",4.0,0.3879461025207811,0.6159925134970459,0.6850596571962833,0.07241785963766961,44.87145711292428,14.000001,3.3741037886204497,113375155.0,123444695.0,0.0,2.0,0.0,0.0,0.0,0.0,0.6058500000000001,20.2525,0.0009,4.5265,5.730068,0.371,0.937,4.425,0.04585,0.7885,0.7734476026390158
1,9,0,failure_and_attribution_analysis\full_project_runs\20260514_155731\simulation_data\4\20260514_155731\current_session,session_0000,1,9,2,"90,100",4.0,0.8962131611356959,0.6823928041916101,0.6823928041916101,0.16715123703078055,43.41735568619728,14.225992676119297,3.528620228866187,100000000.0,314642838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9398500000000001,4.6475,0.0007,2.205,0.5154764999999999,0.45399999999999996,1.0659999999999998,4.0,0.05500000000000001,0.909,0.9466798342724406
1,10,0,failure_and_attribution_analysis\full_project_runs\20260514_155731\simulation_data\4\20260514_155731\current_session,session_0000,1,10,2,"90,100",4.0,0.04908951444940929,0.25123723068194365,0.25123723068194365,0.09366342190615219,45.087341317447475,16.213138023877114,3.8209649954592706,164204401.0,500000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08115,46.826499999999996,0.0028,6.8695,10.2236525,0.38,1.9975,6.0615000000000006,0.11415,1.749,0.8276206095361467
1,11,0,failure_and_attribution_analysis\full_project_runs\20260514_155731\simulation_data\4\20260514_155731\current_session,session_0000,1,11,2,"90,100",4.0,0.28065784365301516,0.30749449158164854,0.40508073421233837,0.18322719710951957,43.962458823556396,16.74727418284195,3.427513574215919,384930309.0,500000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21445,72.739,0.0038499999999999997,5.8345,8.883683999999999,0.40449999999999997,3.3445,5.2255,0.16835,2.9885,0.8155434306773999
1,12,0,failure_and_attribution_analysis\full_project_runs\20260514_155731\simulation_data\4\20260514_155731\current_session,session_0000,1,12,2,"90,100",4.0,0.7333458516896226,0.6714144119232773,0.6969849672940283,0.2,43.33798204952834,18.62156804919835,3.0663193170317045,256419256.0,260554143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8402000000000001,4.513999999999999,0.00175,2.8895,1.9489535,0.4495,2.4195,4.068,0.08249999999999999,2.237,0.8790361656573302
1,13,0,failure_and_attribution_analysis\full_project_runs\20260514_155731\simulation_data\4\20260514_155731\current_session,session_0000,1,13,2,"90,100",4.0,0.6024113500889439,0.0,0.34534248537333606,0.036431217051949696,41.148308012240626,16.33469019195193,3.277571132900495,267578191.0,184245049.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,51.156499999999994,0.00285,6.019500000000001,12.2946405,0.499,1.9420000000000002,5.365,0.11585000000000001,1.713,0.8706510265127521
1,14,0,failure_and_attribution_analysis\full_project_runs\20260514_155731\simulation_data\4\20260514_155731\current_session,session_0000,1,14,2,"90,100",4.0,0.5030875789880223,0.6642187457854373,1.0,0.16510012953316153,42.96817194824917,14.448775595466154,3.438715616178304,100000000.0,352696170.0,0.0,0.0,0.0,0.0,0.0,2.0,0.81165,33.2955,0.001,2.4050000000000002,1.3940585,0.6445,1.339,3.6875,0.05165,1.193,0.7455525612523333
1,15,0,failure_and_attribution_analysis\full_project_runs\20260514_155731\simulation_data\4\20260514_155731\current_session,session_0000,1,15,2,"90,100",4.0,0.7514547189724555,0.41022517975833916,0.41022517975833916,0.15907004928351637,41.849890729329694,19.02115526729662,3.409986500628934,443741984.0,411611082.0,4.0,0.0,0.0,0.0,0.0,0.0,0.7662000000000001,71.0595,0.0022500000000000003,3.0380000000000003,2.1291115,0.395,2.3945,3.3194999999999997,0.14834999999999998,2.122,0.824736987128557
1,16,0,failure_and_attribution_analysis\full_project_runs\20260514_155731\simulation_data\4\20260514_155731\current_session,session_0000,1,16,2,"90,100",4.0,0.5836421846047644,0.4417481155106127,0.4629107522354911,0.14721933354402736,45.34262774858705,17.39719393638408,3.7275470322592827,700508694.0,500000000.0,0.0,3.0,0.0,0.0,0.0,0.0,0.7222,43.806,0.0069500000000000004,4.351,-1.901223,0.3755,4.841,5.3355,0.23585,4.3525,0.6865091529937457
1,17,0,failure_and_attribution_analysis\full_project_runs\20260514_155731\simulation_data\4\20260514_155731\current_session,session_0000,1,17,2,"90,100",4.0,0.3286834474905186,0.6844195665033247,0.7831359252914146,0.13216986347675452,42.66703884581156,16.809878999325665,3.5677539248822336,100000000.0,499151344.0,0.0,2.0,0.0,0.0,0.0,0.0,0.73125,19.552999999999997,0.0012000000000000001,3.1580000000000004,3.9521990000000002,0.4085,1.766,4.1875,0.0775,1.5745,0.8804365724743435
2,18,0,failure_and_attribution_analysis\full_project_runs\20260514_155731\simulation_data\4\20260514_155731\current_session,session_0000,2,18,2,"90,100",4.0,0.21894186901205043,0.5125551653120104,0.6080083942206772,0.09781527880412194,43.11324491733121,14.413570871264524,3.7586847558663297,100000000.0,136918996.0,0.0,0.0,0.0,0.0,3.0,0.0,0.41280000000000006,13.048,0.00065,4.622,9.604802,0.44,0.7035,4.087,0.03165,0.6074999999999999,0.9354217952321002
2,19,0,failure_and_attribution_analysis\full_project_runs\20260514_155731\simulation_data\4\20260514_155731\current_session,session_0000,2,19,2,"90,100",4.0,0.07154929233905033,0.6499774293804952,0.9720899933770575,0.04569261574045249,45.61996272299661,14.000001,3.590559992988341,100000000.0,255077086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10345,36.7555,0.0010500000000000002,5.507,9.4841575,0.362,6.954,4.537,0.07,0.9524999999999999,0.5510081290540766
2,20,0,failure_and_attribution_analysis\full_project_runs\20260514_155731\simulation_data\4\20260514_155731\current_session,session_0000,2,20,2,"90,100",4.0,0.7182765235306188,0.5588567771304889,0.7233644904660277,0.11458067488185383,41.75301335722731,16.554615490432056,3.455147181989967,117237428.0,303869071.0,0.0,0.0,3.0,0.0,0.0,0.0,0.8166500000000001,41.5505,0.0008500000000000001,2.957,2.9880265,0.3705,1.474,3.7125,0.08580000000000002,1.3305,0.8762951600008406
2,21,0,failure_and_attribution_analysis\full_project_runs\20260514_155731\simulation_data\4\20260514_155731\current_session,session_0000,2,21,2,"90,100",4.0,0.43061267022451477,0.4904944509629971,1.0,0.0721642805338209,43.08423046246476,14.962116582173955,3.548636366506148,100000000.0,261168877.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8077,13.4605,0.0007,2.5164999999999997,2.461423,0.398,1.6335,3.3335,0.0458,1.525,0.696083046794162
2,22,0,failure_and_attribution_analysis\full_project_runs\20260514_155731\simulation_data\4\20260514_155731\current_session,session_0000,2,22,2,"90,100",4.0,0.47013743507189615,0.6889169293213395,0.6889169293213395,0.07013898331993815,43.493838329515924,17.874510338822983,3.2057386235939433,100000000.0,500000000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.8042,5.919499999999999,0.00065,2.82,1.5733584999999999,0.3905,2.94,3.35,0.07335,2.849,0.8530197348592932
